Name,population,metalElements,timber,landArea,water,metalAlloys,electronics,housing,food,metalAlloysWaste,housingWaste,electronicsWaste,foodWaste,score
Atlantis,13341.184759218751,644.5313287199999,10840.240694330078,14738.703690470618,29763.976499999997,626.4634796218182,266.3104248046875,12808.84347,3840.7655895336916,1592,1600,1400,1000,-36514789.52487703
Brobdingnag,13928.056874999998,455.31539999999995,19665.294499999996,15582.375,22963.5,4.94312727272727,630.703125,6889.05,5738.637465277778,1000,1200,1840,1200,-25711954.146126788
Carpania,30415.892036050784,3014.9412656799996,40245.624453154305,76427.33748569092,134225.8025,3659.53998336,4617.3504638671875,52025.1193925,42674.52548756186,1256,1600,1856,2000,1564457.1999619305
Dinotopia,11344.489375042967,278.21893679999994,6943.291108375,11957.4225,23914.845,57.16705280000001,60.053466796875,5918.9241375,13225.644387152777,1728,1600,2120,1000,-30110108.05179376
Erewhon,20000,104,5000,10000,40000,1152.5454545454545,1600,20000,20000,2048,1800,1800,1200,557288.1358337644
MyCountry,12570.071329687498,254.99306879999983,7434.464244140626,16740.3915,19131.876,115.34090240000003,497.58251953125,9565.938,935.40300108507,1664,2000,2056,1600,-33918276.81585776
